image,release,package_name,package_version,type,vulnerability_id,severity,url,target,patched_version,mirrored,status,justification
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61726,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-61726,bin/cni,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61728,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-61728,bin/cni,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61730,LOW,https://avd.aquasec.com/nvd/cve-2025-61730,bin/cni,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61726,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-61726,bin/containerd-shim-runc-v2,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61730,LOW,https://avd.aquasec.com/nvd/cve-2025-61730,bin/containerd-shim-runc-v2,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61728,HIGH,https://avd.aquasec.com/nvd/cve-2025-61728,bin/containerd-shim-runc-v2,"1.24.12, 1.25.6",false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61726,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-61726,bin/k3s,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61730,LOW,https://avd.aquasec.com/nvd/cve-2025-61730,bin/k3s,"1.24.12, 1.25.6",false,affected,severity_changed_due_to_suse_cvss_score
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,golang.org/x/crypto,v0.28.0,gobinary,CVE-2024-45337,CRITICAL,https://avd.aquasec.com/nvd/cve-2024-45337,bin/k3s,0.31.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,golang.org/x/crypto,v0.28.0,gobinary,CVE-2025-22869,HIGH,https://avd.aquasec.com/nvd/cve-2025-22869,bin/k3s,0.35.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,golang.org/x/crypto,v0.28.0,gobinary,CVE-2025-47914,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-47914,bin/k3s,0.45.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,golang.org/x/crypto,v0.28.0,gobinary,CVE-2025-58181,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-58181,bin/k3s,0.45.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,gopkg.in/square/go-jose.v2,v2.6.0,gobinary,CVE-2024-28180,MEDIUM,https://avd.aquasec.com/nvd/cve-2024-28180,bin/k3s,,false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61728,HIGH,https://avd.aquasec.com/nvd/cve-2025-61728,bin/k3s,"1.24.12, 1.25.6",false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61726,HIGH,https://avd.aquasec.com/nvd/cve-2025-61726,bin/runc,"1.24.12, 1.25.6",false,not_affected,vulnerable_code_not_in_execute_path
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61728,HIGH,https://avd.aquasec.com/nvd/cve-2025-61728,bin/runc,"1.24.12, 1.25.6",false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.32.11-k3s3,k3s/v1.32.11,stdlib,v1.24.11,gobinary,CVE-2025-61730,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-61730,bin/runc,"1.24.12, 1.25.6",false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.12-build20251215,k3s/v1.32.11,libcrypto3,3.5.4-r0,alpine,CVE-2025-69419,HIGH,https://avd.aquasec.com/nvd/cve-2025-69419,rancher/klipper-helm:v0.9.12-build20251215 (alpine 3.23.0),3.5.5-r0,false,affected,
rancher/klipper-helm:v0.9.12-build20251215,k3s/v1.32.11,libcrypto3,3.5.4-r0,alpine,CVE-2025-69421,HIGH,https://avd.aquasec.com/nvd/cve-2025-69421,rancher/klipper-helm:v0.9.12-build20251215 (alpine 3.23.0),3.5.5-r0,false,affected,
